uri,artis_judulLagu,Label
5FEjVjrX7j4joPbGlfEI9G,Souljah - Winter Heart,"rindu di hatiku di antara kekinianku harapku masih sama kau berada di tiap nafasku seperti di masa lalu saat kita adalah satu saat cintamu hanya untukku give me one more time give me one more chanc bersama dirimu, sesungguhnya aku give me one more time give me one more chanc bersama dirimu, sesungguhnya aku ... souljah indonesianpoprock indonesianregga indonesianska"
4WW27zxKGz88flgQJi5K8P,Momonon - Rambo Itu Romeo,"tampangnya rambo, hati romeo, woy! kata orang penampilan yang utama tapi nyatanya penuh dengan dusta banyak penipu yang bermuka dua sere meninda dan tak kenal cinta orang yang berpenampilan seadanya ... momonon indonesianregga"
3E47F02A7qs9v5yyQjzR68,Momonon - Bosan Mengingatkan,"yea, apa dia tak mau berpikir? maunya cuma di beri-beri apa dia tak mau berpikir? tentang yang terjadi esok hari apa dia tak di beri bosan? maunya cuma malas-malasan apa dia tak punya impian? bahagia sejahtera itu kapan bersantai-santai, terlalu santai faktor kebiasaan membuat dia keenakan bersantai-santai, terlalu santai faktor kebiasaan membuat dia keenakan ... momonon indonesianregga"
69AP7bx50isKqkKwDOqtV1,Momonon - Senyummu Senyumku,"mengapa kawan kau begitu terlihat lesu letih dingin diam tak bersemangat pegang tanganku dan ceritakanlah dijamin semua 'kan baik-baik saja larut dalam kesedihan terlalu lama oh bisa bahaya terkadang masalah datang tanpa di undang huu... (yey) santai-santailah senyummu, senyumku ... momonon indonesianregga"
6CrIJDzT1BowOoDvjRUn6M,Souljah - Sesaat Denganmu,"malam pun terasa hangat dekatmu saat kita bersama dunia penuh warna tatap dalam mataku taukah dirimu jauh dalam hatiku masih ada kamu dan perlahan akal sehatku membayangkan indah saat kau genggam tanganku, u (cu-ru-cu-cu) peluk diriku, u (cu-ru-cu-cu) bisikkan aku, u kata cinta, kata cinta, a-ye-eh semua yang terjadi bagaikan mimpi membuat diriku tak ingin terbangun kau teru menggengam tanganku ini merayuku dengan kata-kata cintamu kau dan aku berdansa menembu waktu ... souljah indonesianpoprock indonesianregga indonesianska"
25tp4HSmhxqSxFla3lTmU1,Bravesboy - Terlambat Benci,"ku terlambat benci benci seolah ku menikmati sakit yang kau beri saat kau duakan kau bagi cintaku dan dirinya benar aku salah, ku tak pernah menduga tak sedikitpun ku tak pernah mengira kau bermain-main, main-main dengan api ku merasa dingin saja dan kau bergonta-ganti, gonta-ganti, gonta-ganti wajah kau memang berhati ganda seolah ku enjoy dengan sakitku seolah ku nikmat dengan pedihku ku terlambat benci benci seolah ku menikmati sakit yang kau beri ... bravesboy indonesianregga indonesianska"
6O2zWZvg7sbW0c7jqX43Ll,Steven Jam - Bertahan,"hey ah cu-ru du-ru ru cu-ru du-ru-ruru cu-ruru curu-ruru ru-ru seringkali ku terbawa mimpi tidurku gak usah jungkir balik lagi keinginan semua terpenuhi mereka yang ku percaya tepati janji, ye cu-ru du-ru ru cu-ru du-ru-ruru sakit hati lihat yang telah terjadi banyak janji yang gak bisa ku nikmati daripada terbuai mimpi-mimpi mendingan kulakukan yang pasti-pasti kerja kera lagi pasang badan lagi yang kupikirkan bagaimana tetap bertahan ... stevenjam indonesianregga"
6PbbrFGEKPwdIUXqQpvw6I,Steven & Coconuttreez - Trully Kawan,"hei woo-yeah kita disini nikmati waktu bercanda, menari gak jemu-jemu bersama kita terbang melayang hingga rasanya gak landing-land oh, yeah kita bersulang, kita berdendang berdansa hingga mentari menjelang bersama kita lupakan semua gundah dan semuanya yang gak pent kurasa bahagia semua terlihat sempurna tapi akankah ... steven&coconuttreez indonesianregga"
00zzjdB9yyqegcHOEN2kKo,Shaggydog - Hey Cantik,"satu hal yang pale kusuka dari dirimu adalah ketika kupandang kedua bola matamu, yeah oh, tak bosan, tak jemu-jemu dan kupandang s'lalu di saat engkau dekat atau jauh sayang, seribu sayang, kau ada yang punya ku selalu bermimpi 'tuk bisa memilikimu, ho-ho-ho hei, kamu yang cantik jangan berpal dahulu aku masih ingin memandangmu, oh, yeah hei, kamu yang cantik ku ingin dekat denganmu ... shaggydog indonesianindi"
3tSxkl4elEMkQgWfntlmFv,Souljah - War Is Over,"look up the sky bless us today anger in my heart had gone away you'll have my love, you'll have my love you'v hurt me onc i wa in vain don't mess up again 'co i wont do the same you'v had my love, now, you'v had my love do you think we can make it, babi (yeah, sure that is i want to do) will you alway be there for me (baby, realli i had great time with you) would you keep your promise, darl (trust me now i wont disappoint you) so let take our chang now (i'ii make a new stori in other heart of you) oh, war is over let make love to anoth ... souljah indonesianpoprock indonesianregga indonesianska"
3m1r2ELFFt0VMcBkIvYfa4,Tony Q Rastafara - Woman,"kamu terlihat di ruangan tamu wajahmu ada di kamar tidur senyummu terlinta di ruang makan kau ikuti aku ke kamar mandi woman, you make me feel so good woman, you make me feel so bad woman, you make me cri woman, you make me laugh kau ada dimana-mana ... tonyqrastafara indonesianregga"
3kFgOQCPA5g0SMwGJZFbTv,Momonon - Modus,tak tau haru berkata apa karena semua sudah menimpa terkadang ingin ku ungkap semua beban yang ada tapi itu percuma meraih mimpi seorang diri ingin kutemui rasa yang pasti berangan untuk melengkapi kekurangan ini yang slalu menghantui kau s'lalu anggap ini biasa berucap sumpah tetap tak berguna sakit yang kurasa sangat menggila hatiku hancur saat bersamanya ... momonon indonesianregga
1xkyQ1UWAODe1wFUwOcyLK,Rumput Laut - Siska Song,siska membuatku bertambah dewasa membuatku berpintar bahasa menjadikan aku manusia yang luar biasa hello (hello) how are you? apa kabarmu? pasti baik-baik saja pleas send my best love to your siska sampaikan salam mesraku kepada siska ... rumputlaut indonesianregga
0KwTzbQB2Yf7rf9ruWvItC,Smoke To Join - Pacar Atau Sahabat,"dulu kita pernah bersama menjalani hari dengan secangkir kopi dulu kita pernah bercanda bercanda, tertawa hingga lupa s'galanya tapi kini engkau berubah kautinggalkan aku 'tuk pilih pacarmu semua waktu yang kauberikan tak seperti dulu yang s'lalu bersamaku ingin kurasakan ... smoketojoin indonesianregga"
4YhrKAT44n5yVElOcFYICY,Amsrasta - Apa Adanya,"secangkir kopi menemani sebatang rokok di sela jari khayalku terbang jauh, tinggi bebas, lepa tanpa batas, ku bernyanyi kunikmati hari-hari tanpa beban dan basa-basi yang lain sibuk bersandiwara aku hanya apa adanya jalani saja semestinya ... amsrasta indonesianregga"
68BABMV6tyGT4XztYBVGOL,GANGSTARASTA - Goyang Gaya Gangsta,"goyang gaya gangsta mari bersama ikuti irama kita berkumpul untuk bergoyang bersama goyang gaya gangsta, semua bergerak kita nikmati penuh suka cita mari bersama ikuti irama kita bergoyang bersama ayo reged menghentak bergerak serentak lepaskan penak kita bergembira oo, bona-bona, bo asek ayay-yay-yay, woyo-yo-yo sambutlah hari dengan semangatmu tak perlu ragu jalani hidupmu lupakan sejenak masalah yang ada bebaskan pikiran dari beban angkat tanganmu semua kepal ke udara goyangkan kakimu ikuti irama goyangkan badanmu seakan melayang bergoyang bersama gangstarasta mari bersama ikuti irama ... gangstarasta indonesianregga"
2gYQdNSF1XNhuo1PqkKgX5,GANGSTARASTA - Spirit of Reggae Music,darah mengalir di tubuhku kuningnya matahari bangkitkan jiwa raga hijaunya bumi dipersada indonesia kuatkan kami tuk selalu tetap bertahan oh sedih my preson one love and i needi spirit regga music selalu ada di jiwa takan pernah kami mundur satu langkah ini kami selalu tetap bersama woyoooooo woyooo of regga music woyooooo berbeda pandangan bukanlah halangan karena kami menghargai perbedaan kita semua hidup sale berdampingan dalam kehidupan ... gangstarasta indonesianregga
1NNZW5FdWdTQcChnk2OCDv,Boys n Root - Gimane Gue,"gue orang beba pengen terbang lepa keman aje semau gue gue memang pas-pasan, tampilan selengean jadi santai aje, jadi slow aje gak ada urusan lo gak mestinya elo pikirin yang pent gue gak nyenggol bokin lo aw aw!(hey!) gue memang keren, gak perlu lo jelasin sekali lagi, gue beri lagi gue memang paten tapi bukan superman sekali lagi, giman gue gak ada urusan lo ... boysnroot indonesianregga indonesianska"
5EMysz7k2grvne6VM1czKY,Momonon - Rindu Masa Kecil,"aku akan memanfaatkan ilusiku saat ini di balik rumah kecilku yang penuh ribuan kasih oh tuhan, aku rindu masa-masa kecilku dulu kini semakin hari hidupku penuh ribuan debu sudah tak layak aku hidup penuh dengan dosa teru memuncak teru memuncak teru memuncak ... momonon indonesianregga"
7zN8Q9CaA7cxYgEdw4NlJN,Steven Jam - Sangat Menyenangkan,aku terbang dan melayang kutemukan rasa yang pernah hilang aku dibuat terpana dan nyari nggak percaya kukembali di sini nikmati hari yang pasti sekian waktu berlalu benakku nyari membatu dijejali kakunya kehidupanku yang mengganggu hari-hariku dan kusyukuri adanya kembali bisa tertawa hatiku bahagia begitu nyata kurasa kita berdansa bersama diiringi senja kita berdendang hingga malam menjelang kembali kita bersulang ... stevenjam indonesianregga
2TPcecTmMDq1xR4t2W6DSO,Steven & Coconuttreez - Hingga Ku Jenuh,saat senja kunikmati damaimu kuterlena terbuai angan terbang tinggi melayang dan perlahan mentari pun menghilang hingga dustamu terungkap kau membuatku tetap tenang tapi terasa menyakitkan sadari kau t'lah berdua entah kenapa ku tak bisa melepasmu kau hanya untukku ... steven&coconuttreez indonesianregga
1wu9qSMCkxEA0Hr5YfxTR8,Nath The Lions - Jangan Buatku Menunggu,aku suka. kamu suka kita sama suka ya sudah kita jadian saja dududu dududu dudu dududu dudu dududu dudu dududu dududu dududu dudu dududu dudu dududu dudu dududu sudah tak perlu lagi menunggu sinyal atau basa basi aku sudah tau yang kamu mau ya cuma aku sudah lupakan saja jual mahal yang bikin sesak didada kamu sudah tau yang aku mau ya cuma kamu cepat tembak aku jangan buat ku menunggu tak perlu kau ragu i am readi untuk kamu cepat tembak aku jangan buatku menunggumu dududu dududu dudu dududu dudu dududu dudu dududu dududu dududu dudu dududu dudu ... naththelion indonesianregga
3Fs59N7XwKmHxni4uukzqx,Souljah - Mars Jangkrik,"bilang padaku kalau kamu singl lagi 'kan kujaga hati ini sampai nanti kau bosan dan kau putuskan pacarmu itu 'kan kucoba lagi masuk dalam hatimu hei, kamu pujaan hatiku kau pilih dirinya dan bukan diriku hei, kamu teman baikku mengapa bukan 'ku jadi pacarmu? padah aku yang nomor satu 'ku selalu ada memberimu cinta so ... ... souljah indonesianpoprock indonesianregga indonesianska"
2LIxWwtMSuBaOSKhuaIl0p,Cozy Republic - Bidadari,engkau memang cantik seperti bidadari engkau memang mani seperti seorang peri tak pernah terbayang bila kau jadi pacarku pastilah diriku lelaki pale beruntung uuyyeeeeaaahh bidadari manisku kapankah bertemu lagi aku sangat menunggumu karna aku sangat rindu bidadari manisku tunjukkanlah kepada ku bagaimanakah caranya diriku tuk bisa mencintaimu ouuyeah basahi bibirmu dengan segela minuman yang ku kirim untukmu agar aku mengenalmu engkau pun tersenyum dan mengatakan namamu eyi oh my god bahagianya diriku saat ini ... cozyrepubl indonesianregga
3wMpt7bCatSOyZZeMcqpaZ,Steven & Coconuttreez - Tersenyum Lagi,"mendekatlah kau pada ku tanpa bimbang berilah senyummu yang t'lah lama hilang mendekatlah kau pada ku tanpa bimbang berilah senyummu yang hilang kau tahu ku s'lalu ada di sini saat kau tak mampu 'tuk usir sepi kau tahu ku s'lalu ada di sini saat kau tak mampu 'tuk usir sepi mungkin ada yang ingin kau ungkapkan tentang yang terjadi dan menyiksa hatimu kar'na kau terlihat tak s'perti biasanya penuh tawa, canda, dan s'lalu bahagia tak seperti biasanya kau tak seperti biasanya kau tak seperti biasanya yang s'lama ini ku kira ku ingin kau tersenyum kembali set'lah apa yang kau alami hilangkan benci dalam hati ... steven&coconuttreez indonesianregga"
09huNNqvPACXl9bRYkH835,Steven & Coconuttreez - Long Time No See,"wo-i yo-yo apa kabar kawan, long time no see? kemana aja lo, atau you mati? senang rasanya bertemu kembali bermusim-musim yang berganti namun dirimu selalu ku nanti senang rasanya bertemu kembali ingatkah waktu bersama tertawa? ingatkah waktu bersama terluka? ... steven&coconuttreez indonesianregga"
3u4Ppk4DW0a9zlpYnqsJCC,Steven & Coconuttreez - Serenada,hu oh yo yo oh yeah aku ingin nyanyikan lagu buat orang orang yang tertinda hidup di alam beba dengan jiwa yang terpapa dengan jiwa yang terpapa kenapa haru takut pada matahari kepalkan tangan dan halau setiap panasnya kenapa haru takut pada malam hari nyalakan api dalam hati usiri segala kelamnya ... steven&coconuttreez indonesianregga
5o2qwJ7BMyotF75wP0WCSS,Steven & Coconuttreez - Mendingan,"gak ada yang lebih indah rasanya dari cerita cintanya yang dulu pernah dia rasa bahkan dari semua yang dia dapatkan ada yang wajar saja, dan ada pula yang tanpa arti satu rasa hilang dan tak terganti membuat sakit hati cintanya ditingg pergi ... steven&coconuttreez indonesianregga"
4a5cmREI1mYHVKfaFscFNW,Tony Q Rastafara - Om Funky,"berteman segela kopi pana ya, baca koran hari ini dari berita politik, kriminal, olahraga, selebr nyamp berita harga kebutuhan pokok sehari-hari yang kian bersa dengan harga diri aw-aw-aw-aw nggak terkendali aw-aw-aw-aw (aw-aw-aw-aw) hai om funki (funky) tampang keren istri satu anak dua bekerja kera and jago gaul di senangi teman kaga punya lawan sere bikin orang tertawa (ha-ha-ha) lupa akan masalah di negeri yang katanya, uh yeah gemah ripah, oh jenawi yang telah berubah arti oh sayang, sayang, sayang ... tonyqrastafara indonesianregga"
0ZQUVJVtCdGTcUmLCkDJTW,Steven & Coconuttreez - Kembali,"alright, yeah richard aku kembali (wo-oh) t'lah sekian lama (wo-oh) mencari arti (wo-oh) jalani mimpi ku kembali tempat di mana ku bisa bersembunyi hanya di sini kulepaskan resah hati, ow dari cerita (wo-oh) kisah yang lalu (wo-oh) dan ku berharap (wo-oh) terangi jiwa dari semua yang pernah ... steven&coconuttreez indonesianregga"
50y195DyphPnsnKUDn0fYX,Tony Q Rastafara - Ngayogjakarto,"yen dieling-eling, yen dieling-el manis ora iso ilang yen dieling-eling, yen dieling-el manis ora iso ilang mlaku-mlaku nang ngayogjokarto lali omah lali wektu, mrono konco mrene konco rame-ram mampir ngomb umbar ngguyu crito ngalor-ngidul weteng luw ora usah bingung sego kuce ora popo rego mire monggo kerso ngayogjokarto ngayogjokarto ... tonyqrastafara indonesianregga"
2Z9Yy4HHQpkPfCqH91R6WR,Tony Q Rastafara - Republik Sulap,"eyy, aku lahir di negeri sulap (negeri sulap) aku besar di republik sulap (republik sulap) negerinya para pakar pesulap suka menyulap apa saja dari nggak ada hingga di ada-ada dari yang ada hingga tiada ... tonyqrastafara indonesianregga"
3xPfclq8rBilL3mxLeS7I0,Sejedewe - Wanita Munafik,hey kau wanita munafik jangan kau tutupi parasmu. wajahmu memanglah cantik. tapi mengapa otak tak maju. dan kau wanita munafik. banyak alasan tuk jauhi. seribu cara engkau rakit. agar teru bisa bersamaku. mulai manc perasaan cinta. kau pasang umpan. wajah yang menggoda. kau tutupi semua. kesalahan. kau putar cerita. untuk berdusta. ... sejedew indonesianregga
7EwzVsQ7CvERq37qeUQGaz,Sunset - And I Hope,mungkin sekarang kau telah melupakanku dan mungkin sekarang kau bahagia di sana tetapi di sini ku merindukanmu and i hope you come back again cinta yang kuberikan kini telah sia-sia hanya untuk kamu semuanya akan kulakukan tapi kau sia-siakan semua (semua) yang kuberikan ... sunset indonesianregga
1WldpQtR5vqJXj1fjx5hPx,Sunset - Janji,"gak usah banyak bicara kalau gak ada hasilnya gak perlu kebanyakan janji percuma kalau gak ada bukti sekian lama kami berharap bukti dari semua janjimu tapi apa yang kudapatkan hanya kecewa dan sakit hati dari dahulu hingga sekarang cuma janji gak ada bukti, omong kosong ... sunset indonesianregga"
54StChtR6Xolaan43MaWNW,Sunset - Pacarku Yang Cantik,"awal kita berjumpa aku jatuh cinta padamu rambutnya panjang dan pirang cantik dirimu bagai bidadari la-la-la, la-la-la-la-la la-la-la, la-la-la-la-la kuragu untuk ungkapkannya aku hanyalah orang yang tak punya hanya sebuah cinta yang ku punya yang kuberikan tulu hanya untukmu lovely, sedang apa kamu di sana? apa kamu sedang memikirkanku? lovely, di mana kamu saat ini? aku sangat merindukanmu ... sunset indonesianregga"
4pXwbRdnRhsEX5s1NrCDNA,Uncle Djink - Keadilan Untuk Siapa,"kaum buruh bekerja demi keluarga tercinta kini mulai terancam kar'na suara yang dibungkam tuan-puan bicara tawarkan keadilan ""ini untuk siapa?"" ""tak tahu jelas,"" jawabnya tolong, renungkanlah tolong, rasakanlah ... uncledjink indonesianregga"
7eCDJCcrq6YCLXidF08ueZ,Tony Q Rastafara - Pesta Pantai,"angin laut semilir bertiup suara ombak di tepi pantai goyang kaki, kaki telanjang... ahha asik nian ikuti irama musik pesta pantai perta pantai pesta pantai perta pantai ... tonyqrastafara indonesianregga"
0Kwa4baGMXTrqmwL5WlJky,Tony Q Rastafara - Witing Tresno,"pertama beta mengenalmu rasanya biasa-biasa saja (cuma biasa saja) kedua, berteman denganmu lama-lama kujatuh hati padamu bercanda tawa bersama bahagia karena sale suka kadang cemburu mewarnai hari-hari huh, kita berdua ... tonyqrastafara indonesianregga"
4vSInIU84VRNz9Rp4bXYAq,Tony Q Rastafara - Tertanam,sisa lamunanku diguyur hujan menghantar merangkai kata malam telah menghanyutkan jiwa menjenguk rindu yang menggebu kenyataan lahirkan kesadaran menghal keraguan saat ini kita menuai cinta maka biarkanlah waktu berjalan apa adanya ... tonyqrastafara indonesianregga
6adPrMNm2AqHZZCH9RLtoi,Steven & Coconuttreez - Gudbye Anjing,"enggak ada yang tersisa cuma rasa kecewa saat semua janji yang terucap kini enggak bermakna sesak di dalam dada rasanya enggak percaya saat kita musti terpisah dan lupakan semua semua ""bi my side"" that the word you said that night and now just becom the word with no action but lie now you just wast my time ... steven&coconuttreez indonesianregga"
7KfriuwLQe20vbWgsGpujx,Tony Q Rastafara - Don't Worry U ... Yeah - Akustik Version,"yeah, mentari pagi beri salam lagi suara burung ku sambut hari berganti bob marley masih bernyanyi don't worry, uh-yeah jalani semua dengan apa adanya biarlah waktu bicara bawa takdirnya yok, kita lapangkan dada don't worry, uh-yeah buatlah hidup ini semudah mungkin nggak perlu disesali, bikin saja happi (happy) mengalir, nikmati, jangan bebani hati yok, kita nyanyi bersama ... tonyqrastafara indonesianregga"
5xNrCftiKTwkykqtTQLynE,Steven & Coconuttreez - Lagu Santai,you got sing thi song for brother out there one two three four cinta yang sebenarnya indah sekali eh kadang menipu dan bikin sakit hati yeah yeah tapi lihatlah burung tetap bernyanyi yeah terlalu indah untuk ditangisi yeah nyanyi lagu pantai nyanyi lagu santai yeah nyanyi lagu pantai mari kita santai yeah cantik mengejar sesuatu yang belum pasti yeah ... steven&coconuttreez indonesianregga
0DRmKRP0RvIVTvExKN4ieG,Tipe-X - Cuma Main-Main,kita cuma main-main jangan pikir lain-lain apalagi jadi pacarku nggak mungkin percuma kau rayu aku percuma kau paksa aku percuma semua percuma percuma saja tapi tenang malam ini untukmu kalau sama-sama suka buat apa mikir-mikir malah cuma bikin puse nggak pent kau tau ku suka kamu ... tipe-x indonesianpoprock indonesianska
4PBUGygmsTjrdYown3VvO5,Shaggydog - Ambilkan Gelas (feat. Ndx Aka),"terimakasih ata atensinya masih dari kawasan saidan, gondomanan, jogja bersama s h a g g y d o g shaggydog ambilkan gela dik, ambilkan gela ambilkan gela dik, ambilkan gela jangan biarkan aku menunggu ... shaggydog indonesianindi"
1nnQeA9NIdsOd4XKrYvaQu,GANGSTARASTA - Reggae Disco,"a-ya-yaya ay alright, thi is regga time with ganstarasta indonesia reggea soundtrack bow to you king and queen to get readi to move your feet and sing your part for me that' right, mon are you free, yeah regga disco naikan tempo sound system serba stereo panaskan dancefloor deejay on da microphon feel thi readi what your wait for regga disco naikan tempo sound system serba stereo panaskan dancefloor deejay on da microphon feel thi readi what your wait for semua tangannya keata thi is gangstarasta in the hous kini kami datang sambut dengan senyuman hear the regga music one more time. wo-yo bersiap untuk lepa landa ini musik yang tak kenal bata semua ikut rasakan mari kita rayakan regga music hit one more time regga disco naikan tempo sound system serba stereo ... gangstarasta indonesianregga"
4hSNlvqaoqEOsMOxNgR6Sc,Day Afternoon - Keroncong Perpisahan,bukan keroncong pertemuan tapi keroncong perpisahan kita ngga pacaran lagi langsung menikah saja tiada tangi dan derita tapi tertawa bahagia karena pada akhirnya kita hidup bersama ... dayafternoon indonesianregga
2YWv46SKOl0mrjfQpJ3Y7V,Rebellion Rose - Terima Kasih,"tak pernah kulupakan walau kau jauh di sana tak pernah berhenti doa mengalir bagimu meskipun tidur di jalanan, belum lulus, dan pengangguran tapi ku yakin suatu saat 'kan membanggakanmu maafkan aku yang belum bisa bahagiakanmu belum mampu menjadi seperti yang kaumau maafkan bila aku pernah buatmu kecewa mohon maafku hanyalah bagimu tak pernah kulupakan walau kau jauh di sana tak pernah berhenti doa mengalir bagimu meskipun tidur di jalanan, belum lulus, dan pengangguran tapi ku yakin suatu saat 'kan membanggakanmu ... rebellionros indonesianpunk yogyakartaindi"
2J4mjhS47Mzj01WauAYwVd,Rebellion Rose - Sehat Selalu Sodaraku,"berjumpa lagi, hei sodaraku melepa rindu kita bernyanyi lantang merdeka sehat selalu, sodaraku malam minggu di jalan satu barisan ke depan bergerak serentak hari ini milik kita berdiri hadang truk yang melinta atribut kebanggaan tuak nomor dua yang pent kita bersama bersama-sama berkumpul lagi gila dan lepa kendali angkat yang terjatuh damai tanpa perusuh siapa itu bawa bendera gagah dan mempesona selamat berdansa kita bakar suasana dan bersiap jawa timur, tengah dan barat ... rebellionros indonesianpunk yogyakartaindi"
7Mqwp47uBjxdAzQusKBGgm,SUPERIOTS - Kekasih Tolol,"masih terngiang teriakanmu di sini saat kau berada di sini semua karya yang kini kita miliki tak lepa dari dirimu tapi kini kenyataan telah berubah kau tak pernah ada waktumu kau berubah karena kekasih tololmu semua sikapmu berubah kau bodoh, kawan, hanya karena dia kau bohongi kawan-kawanmu kau bodoh, kawan, hanya karena dia kau menjadi penghianat ... superiot bogorindi indonesianpunk"
1ICnFXNX2sUNo4R20LmjK0,Threesixty Skatepunk - Sampai Nanti,dimana kan kusimpan semua harapan ini di saat kutemui jalan yang tak bertepi seir redup hati selimuti senyummu tak mampu ku bergerak di sudut sempit ini jadilah pelita di kala redup hatimu di saat tak mampu lagi diriku terangi gelapmu seperti dulu teruslah melangkah walau kini ku tak berjalan di sampingmu hingga kau pun berlabuh di akhir ujung jalanmu sampai nanti ... threesixtyskatepunk indonesianpoppunk indonesianpunk
2Iw7F9BZgi0oGuu6kDumlU,Superman Is Dead - Bulan & Ksatria,"jejak dendam perih meraksasa di angkasa akan cinta yang besar dan terhalang durjana manusia melacurkan diri di istana namun tak demikian dengan bulan ksatria kekuatan cinta 'kan beri dia mahkota bulan merana jingga hapu air matamu ksatria datang dengan bendera tanpa pedang di detik ini cinta adalah kebenaran tinggi menjulang menembu peradaban melewati waktu melawan pembenaran dan kini bulan menantikan gemilang tangis, air matanya telah hilang derap kuda ksatria gagah dekati surga walau neraka berjanji 'tuk menghabisinya di pintu istana bulan merajah hatinya ... supermanisdead baliindi indonesianpoppunk indonesianrock"
1J9Osz5GGXCkJlx3LUVPVp,Stand Here Alone - Hilang Harapan,sebelum gelap kita tertawa berjanji setia sampai ujung masa meski kau dan aku jauh di sana ingat janji kita untuk selamanya hilang harapan saat kau katakan semua telah usai kau menemukan yang baru kini aku kau tinggalkan meski sendiri aku 'kan bertahan memegang janji yang kita ucapkan berat rasanya hatiku berkata semoga bahagia engkau dengannya selama mataku bisa menatap kukenang kau sebagai memori kelam ingin rasanya hatiku berkata ingat janji dulu kita bersama ... standherealon indonesianpoppunk
60vGmExx06NNFDuoM3itAd,Pee Wee Gaskins - Sebuah Rahasia,beranjak dan berjalan ke depan basuh air mata dan cerita saatnya melupakan jam berhenti di dua bela kuhabiskan gela demi gela membuat pahit sisa yang mani sampai akhirnya kulupa dan kau percaya tak ada yang lebih baik dari ini apanya yang bahagia dan kutertawa tak akan ada cerita dalam sebuah rahasia lupakan saja dan jangan pernah kau kembali di sini keringkan semua luka (pergilah saja) berlarilah karena kau akan kulupakan berhenti dan ingatlah sejenak coba tetap berdiri tegak dan membakar semua kenangmu ... peeweegaskin indonesianemo indonesianindi indonesianpoppunk
4cH4D3i1obaD4FFLTFJVkC,Killing Me Inside - Biarlah,semua yang berlalu telah menjadi kenangan dan seakan kulupakan karena 'ku tak sejalan dan tak mungkin kubertahan meski telah kucoba semuanya tak berguna terbuang sia-sia dirimu di hatiku ... killingmeinsid bandungindi indonesianemo indonesianpoppunk indonesianrock
08c4PK8mpIPiC50UqLDHYJ,Pee Wee Gaskins - Salah,selama ini kau masih merasa aku s'lalu menantimu dua minggu kau tak menghampiri kar'na kau dengan yang lain ibanya hatiku sayang kar'na pikiranmu salah s'lama ini setiap kau tak datang sayang padah aku tak pernah ada di rumah selama ini aku pun mendua tapi kau tak tahu sayang pikirmu kau yang menyakitiku bukan bukan kamu sayang ibanya hatiku sayang ... peeweegaskin indonesianemo indonesianindi indonesianpoppunk
1O0uGU6EcLEhdJX1B27sOC,Pee Wee Gaskins - Ikut Aku Ke Bulan,"kau datang di hidupku buat 'ku tertawa lepa saat 'ku sedih dan sendiri kesepian kawan, lihatlah ke depan dunia terbentang panjang kita lewati halang dan rintangan ambil satu bintang yang pale terang ikut aku ke bulan saat pagi datang rehat sejenak ... peeweegaskin indonesianemo indonesianindi indonesianpoppunk"
1rRhkSL28ko0rj9k8Gvdlb,Remember of Today - Pergi Hilang Dan Lupakan,"dunia hari ini begitu tak berarti tak berjalan cepat, seolah tak peduli lambat laun ku bosan dengan hari ini hari yang tak akan pernah berakhir semua t'lah berubah, sejalan dengan waktu setiap detik berharga bagiku waktu pun ingin kuubah 'tuk kembali tertawa aku hanya bisa menangis, aku tak bisa maafkanlah diriku ata semua kesalahan yang kuperbuat s'lama ini kepada dirimu dan ku berjanji akan melepasmu ... rememberoftoday bandungindi indonesianpoppunk"
1TuWAEuqqNQ4dAaOCQZ1kI,Threesixty Skatepunk - My Heart Going Break,"everyday and everynight i told you someth sweet (a sweet as your smile) then i call your name for make you understand i need you over here on the night just like thi we are lead the time for (talk about our life) i don't ask you to understand at all i know you will leav me just wanna say sorri (whoa-oh) for make you proud of me but the real i late to say ""all of those not the same"" ... threesixtyskatepunk indonesianpoppunk indonesianpunk"
5H60BCrbWBocSIAoZwjxwD,Stand Here Alone - Wanita Masih Banyak,"telah lama bersama, sekian lama bersama namun, kaupilih dia 'tuk temani hidupmu di mana rasa malumu? di mana harga dirimu? kaupilih dia ternyata lebih baik dariku tapi inilah aku, 'kan kunikmati hidupku wanita masih banyak yang menunggu aku salut padamu, kausak pria setampan diriku (sakiti aku) juga meninggalkanku kulihat kau bersamanya, ternyata memang ku kalah dari segi harta, ku tak punya apa-apa ternyata cinta dan harta tak mungkin jauh terpisah di mana ada harta, di situ ada cinta ... standherealon indonesianpoppunk"
5lHE26RSPc78V4G59MsVjG,Stand Here Alone - Jav,"nonton tv, gosip pagi, biasa sinetron tentang sma dan cinta nonton kartun kena sensor, anehnya buka handphon chat gak ada, sadisnya hidup membosankan tak punya pasangan terkadang aku pun diacuhkan berikan aku, berikan aku kekuatan hey kawan, semua tak perlu kau fikirkan jadikanlah semua ini sebuah acuan karena hidup selalu belajar dan belajar (masa depan) lidah gua genggam, tangan gua kapalan ... standherealon indonesianpoppunk"
