uri,artis_judulLagu,Label
07Qe1NyVmpaggsWR7Z8Sec,Rhoma Irama - Setetes Air Hina,"der-ta der-ta-ta der-ta der-ta-ta hei, jangan mentang-mentang punya memandang orang tidak dengan sebelah mata hei, jangan mentang-mentang kuasa menyuruh orang tolak pinggang setinggi dada itu kesombongan (itu kesombongan) itu keangkuhan (itu keangkuhan) bukan pakaianmu tapi pakaian tuhan yang berhak disembah oleh segenap alam ... rhomairama dangdut dangdutkoplo"
32PRIr9Hj98S9HLsbns7vY,Rhoma Irama - Saleha,setiap keindahan perhiasan dunia hanya istri saleha perhiasan terindah setiap keindahan yang tampak oleh mata itulah perhiasan perhiasan dunia namun yang pale indah di antara semua hanya istri saleha istri yang saleha setiap keindahan perhiasan dunia hanya istri saleha perhiasan terindah hanya istri yang beriman bisa dijadikan teman dalam tiap kesusahan selalu jadi hiburan ... rhomairama dangdut dangdutkoplo
0a7AltMvzpsU2XhkyBic0a,Rhoma Irama - Terkesima,"sebuah lagu terkesima hm-hm-mm ho-ho-oh berdebar, hati berdebar dera darahku mengalir bergetar, tubuh bergetar menahan gejolak hati sungguh, aku malu, malu, malu, malu mengutarakan hasratku sungguh, aku ragu, ragu, ragu, ragu menyatakannya padamu berdebar, hati berdebar ... rhomairama dangdut dangdutkoplo"
2zTwTP78KHoNiL3CbTRVd7,Rhoma Irama - Viva Dangdut,"(dut-ta-tang, dang-dut-ta-tang dang dut-ta-tang, dang dut-ta-tang dang-dang-dang tang-tang-tang dang-dang-dang tang-tang-tang dang-dut dang-tang-tang-tang dang-dut dang-tang-tang-tang) dangdut suara gendang ditabuh-ditabuh berulang-ulang dangdut suara gendang sekarang ramai menjadi sebutan ... rhomairama dangdut dangdutkoplo"
7g1OOYzvreJMFnpDQZgNfZ,Rhoma Irama - Wahai Pesona,"wahai pesona wahai kekasih 'ku memanggilmu melalui lagu nada cinta merayu oh, wahai pesona wahai kekasih aku mendengar panggilan cintamu dalam lagu merayu oh, wahai pesona namamu selalu dalam ingatanku dalam ingatan wajahmu selalu di cermin mataku tiada hari berlalu tanpa cintamu ... rhomairama dangdut dangdutkoplo"
38rOFAF6MZNGNYcNwJtXn1,Rhoma Irama - Do Mi Sol,"do mi sol, mari menyanyi do mi sol, mari menyanyi mari nyanyi bersama menyanyi tentang cinta mari nyanyi bersama menyanyi tentang cinta ku cinta padamu ... rhomairama dangdut dangdutkoplo"
4VOzxLQ8oJA8Er7L7jOtnv,Rhoma Irama - Dasi Dan Gincu,"bukan bahu berbintang bukan leher berdasi yang kudambakan pria yang punya hati bukan ali berukir bukan bibir bergincu yang kudambakan gadi yang punya malu cinta karena dasi si-si akan segera basi cinta karena gincu cu-cu akan segera layu jabatan perlu, tampan pun perlu bahkan ema permata tetapi cinta di ata segalanya ... rhomairama dangdut dangdutkoplo"
7FC2N0dxOb95jwnMnubu0n,Rhoma Irama - 1001 Macam,"(1001 macam) itu bidang pekerjaan dari jadi pengamen sampai jadi seorang presiden (1001 macam) cara orang cari makan dari menjual koran sampai menjual kehormatan ada cara yang haram ada cara yang halal silakan, mau pilih cara mana? namun, semua cara ada tanggung jawabnya di hadapan tuhan dan manusia (1001 macam) itu bidang pekerjaan dari jadi direktur sampai menjadi tukang bubur (1001 macam) cara orang cari makan dari menjual roti sampai menjual harga diri (yeah, ???? ?????) banyak orang berkata ""dalam mencari nafkah cari yang haram saja sudah susah ... rhomairama dangdut dangdutkoplo"
74npQaM0xHNYmRdjFutTME,Rhoma Irama - Bujangan,"katanya enak menjadi bujangan ke mana-mana tak ada yang larang hidup terasa ringan tanpa beban uang belanja tak jadi pikiran o, bujangan (bujangan) bujangan (bujangan) enaknya kalau jadi bujangan hidup beba bagai burung terbang kantong kosong tidak jadi persoalan ... rhomairama dangdut dangdutkoplo"
6CkRZORxwdzvfbjpWYyldJ,Rhoma Irama - Azza,"azza azza azza azza azza, azza azza azza, azza kurasakan kasihmu sungguh kurasakan kurasakan sayangmu sungguh kurasakan kurasakan cintamu azza apa yang aku minta engkau memberikan dan apa yang aku dambakan engkau meluluskan apa yang aku mau engkau sediakan dan apa yang aku harapkan engkau menjanjikan azza azza, azza azza ... rhomairama dangdut dangdutkoplo"
73Tkp96khURj1T8NvSBYtP,Rhoma Irama - Tabir Kepalsuan,ternyata hatimu buta buta karena tabir kepalsuan kucoba untuk tidak putu asa membuka mata hatimu kucoba menguakkan tabir penghalang cintamu dan cintaku 'ku tahu kau terjerat dan terbenam dalam kepalsuan cinta tak dapat lagi membedakan ... rhomairama dangdut dangdutkoplo
3b02x0YvjoE2PnyVKxlCYJ,Rhoma Irama - Remaja,indah masa remaja sungguh indah indah masa remaja sungguh indah hidup penuh gairah dan ceria remaja memang masa remaja pale indah memang masa remaja pale indah masa yang pale indah dan gembira indah masa remaja gelora jiwa muda penuh pesona khayalan dan cita-cita selalu berbunga gelora jiwa muda penuh pesona khayalan dan cita-cita selalu berbunga ... rhomairama dangdut dangdutkoplo
6BOppiBHwwZ0jsfqLNzLSF,Rhoma Irama - Setan Pasti Kalah,kebaikan perlu selalu diserukan karena manusia perlu disadarkan kemungkaran haru selalu dihindarkan pengaruh syetan haru dihancurkan sepanjang sejarah manusia kemungkaran tak pernah sirna ... rhomairama dangdut dangdutkoplo
4KKJXzVPRCqPoih3Mhahyh,Rhoma Irama - Air Mata Darah,walaupun tangismu darah hatiku tak akan iba pengkhianatan cintamu telah menghancurkan segalanya sudah sere kali kau salah padaku tapi engkau aku maafkan selalu namun kali ini kau sungguh terlalu tak mungkin lagi kumaafkan salahmu simpan saja air matamu percuma engkau menangi ... rhomairama dangdut dangdutkoplo
0Xsc7AQBdUSUjBa3XV4Z6L,Rhoma Irama - Boleh Saja,"he, boleh saja, boleh saja kau cintai dunia tapi ingat satu saat kau 'kan meninggalkannya sekarang atau lusa, tua ataupun muda yang pasti kau akan mati juga ... rhomairama dangdut dangdutkoplo"
5Ahr5aCM1wXX7aJpWhKDq4,Rhoma Irama - Dunia,"dunia o-oh, penuh misteri dunia oh, misteri penuh tantangan, penuh cobaan penuh misteri dunia oh, misteri penuh tantangan, penuh cobaan penuh misteri dunia oh, misteri ada suka, ada duka silih berganti ada tangis, ada tawa ... rhomairama dangdut dangdutkoplo"
6Ndeacw17M0UYrwkegAiMO,Rhoma Irama - Gulali,taman alam jiwa penuh bunga rasa suka cita menggelora saat tersentuh cinta dilanda asmara mani penuh pesona gulali dunia taman alam jiwa penuh bunga rasa suka cita menggelora saat tersentuh cinta dilanda asmara ... rhomairama dangdut dangdutkoplo
3EkOD55PB3rjLHpjye2kKN,Rhoma Irama - Perjuangan Dan Doa,berakit-rakit ke hulu berenang ke tepian sakit-sakit dahulu susah-susah dahulu baru kemudian bersenang-senang pahit rasanya empedu mani rasanya gula sakit-sakit dahulu susah-susah dahulu baru kemudian berbahagia berjuang (berjuang) berjuang sekuat tenaga ... rhomairama dangdut dangdutkoplo
7wV6RqY9hwBznyVQmuGnZM,Rhoma Irama - Stress,stre (stres) kerap melanda manusia tak peduli miskin ataupun kaya (banyak orang yang stres) stre (stres) seakan tengah mewabah tak peduli tua ataupun muda (banyak orang yang stres) pertumbuhan penduduk semakin padat dan persaingan hidup semakin ketat dan kemajuan jaman semakin pesat akhirnya kebutuhan semakin meningkat bukan hanya persoalan kehidupan bukan hanya persoalan keuangan ... rhomairama dangdut dangdutkoplo
4ndjY9olT2J20QqL9ljeEN,Rhoma Irama - Mutiara Hidupku,indahnya bulan tak seindah wajahmu hitamnya arang tak sehitam rambutmu engkaulah sayang mutiara hidupku engkaulah sayang permatanya hatiku besarnya gunung tak sebesar cintaku padamu kau tempat berhibur dalam kesedihan kau tempat berteduh dalam keletihan kau tempat berhibur dalam kesedihan kau tempat berteduh dalam keletihan ... rhomairama dangdut dangdutkoplo
1MMogmjPuaDU5cskjvJL1J,Rhoma Irama - Lari Pagi,"he, lari pagi (lari pagi) tua muda semua lari pagi (lari pagi) dan sangat digemari lari pagi (lari pagi) memang baik sekali lari pagi (lari pagi) untuk bina jasmani satu dua, kiri kanan, senam pagi, menyegarkan ayo lari, lari lagi, lari pagi, menyehatkan he, lari pagi (lari pagi) tua muda semua lari pagi (lari pagi) dan sangat digemari lari pagi (lari pagi) memang baik sekali lari pagi (lari pagi) untuk bina jasmani ... rhomairama dangdut dangdutkoplo"
5rmNiDTfJVOzLvbukoKZOs,Rhoma Irama - Lapar,"dari batukah hatimu wahai para hartawan sampai hatimu membiarkan yang kelaparan oh, mungkin belum pernah kau merasakan pedihnya lapar oh, pasang telingamu coba dengarkan rintih yang lapar lapar, lapar, lapar, lapar oh, ulurkan tanganmu berilah ia orang yang lapar (arifin) itu harta yang kau miliki tidak akan kaubawa mati itu harta yang kau miliki hanyalah titipan ilahi ... rhomairama dangdut dangdutkoplo"
0v0p9MGFCOpuDkt4Mw92cG,Rhoma Irama - Santai,selamat malam semuanya santai santai syaraf tegang kar'na berpikir sehari-hari otot kejang kar'na bekerja sehari-hari santai santai yok kita santai agar syaraf tidak tegang yok kita santai agar otot tidak kejang yok kita santai agar syaraf tidak tegang yok kita santai agar otot tidak kejang satu hari di dalam satu minggu coba gunakan untuk bersantai macam-macam persoalan yang ada coba malam ini dilupakan ... rhomairama dangdut dangdutkoplo
0WZnBFUKtbaxGjO3KiLA4l,Rhoma Irama - Tak Dapat Tidur,tak bisa tidur (feat. rita sugiarto) malam ini ku tak dapat tidur wajahmu menggoda selalu aku ingin memandang wajahmu agar reda rasa rinduku ... rhomairama dangdut dangdutkoplo
03HHsT0Yji6hOEmQXCL7nd,Rhoma Irama - Kutunggu,"kutunggu, kutunggu, kau kutunggu kunanti, kunanti, kau kunanti oh, manisku, sayangku oh, manisku, sayangku t'lah lama, t'lah lama ku menunggu t'lah lama, t'lah lama ku menanti ... rhomairama dangdut dangdutkoplo"
0S5ks0Hdhkpo35lKAUWlO2,Rhoma Irama - Pengangguran,"telah lama kualami hidup tiada pegangan pengangguran, ya allah tiap hari susah makan, anak, istri bertangisan jadi korban, ya allah tiada yang mau menolong pada diriku ini tiada yang mau perduli akan nasibku ini bahkan mereka mencemoohkan, penuh kebencian ... rhomairama dangdut dangdutkoplo"
6IN1Al6Mi0lQvrfiUX3bQw,Rhoma Irama - Dangdut,"pernah aku melihat musik di taman ria iramanya melayu, duhai sedap sekali iramanya melayu, duhai sedap sekali sulingnya sule bambu, gendangnya kulit lembu dangdut suara gendang, rasa ingin berdendang dangdut suara gendang, rasa ingin berdendang terajana, terajana itu lagunya, lagu india hai, merdunya, hai, merdunya ... rhomairama dangdut dangdutkoplo"
6lCJ0oKB6ED6dP3g1C9hOr,Rhoma Irama - Uang,"di dunia sekarang, uang jadi pedoman banyak orang berkata, ""uang berkuasa"" mereka berlomba untuk memperolehnya tanpa menghiraukan halal dan haramnya begitulah manusia di dunia sekarang ... rhomairama dangdut dangdutkoplo"
1lxnMQ0KJwOAkKXRKaLZsN,Armada - Bebaskan Diriku,"lama sudah kupendam ini lama sudah ku makan hati menghadapimu ini semua tentang dirimu tentang caramu (tentang caramu) memperlakukanku tak sadarkah kau selama ini? bukan cuma hati yang kau sakiti juga hidupku diriku ini pasanganmu bukannya musuhmu tak perlu kau siksa aku aku berhenti, sayang ku tak bisa lanjutkan kisah ini bersamamu ... armada indonesianpop indonesianpoprock"
3R7e2jGs4kNDvkzEvqcnsc,Letto - Ruang Rindu,"di daun yang ikut mengalir lembut terbawa sungai ke ujung mata dan aku mulai takut terbawa cinta menghirup rindu yang sesakkan dada jalanku hampa dan kusentuh dia terasa hangat, oh, di dalam hati kupegang erat dan kuhalangi waktu tak urung jua kulihatnya pergi ... letto indonesianpop indonesianpoprock"
1L7YPMbWve6EUPGa6F9nw5,"Kangen Band - Tentang Aku,Kau dan Dia",selayaknya engkau tahu betapa ku mencintaimu kau tenangkanku dari mimpi burukku selayaknya kau mengerti betapa engkau ku kagumi kau telah tinggal di dalam palung hati betapa hancur hatiku melihat engkau bersamanya namun ku mencoba tuk tegar menghadapinya jangan kau menangi lagi tak sanggup aku melihatnya sekarang kau pilih diriku atau dirinya ... kangenband dangdut indonesianpop indonesianpoprock
5BcTu7nYPULr2xSfWOAAS3,Armada - Pemilik Hati,"lihat 'ku di sini, kau buat 'ku menangi ku ingin menyerah tapi tak menyerah mencoba lupakan tapi kubertahan kau terindah, 'kan selalu terindah aku bisa apa 'tuk memilikimu? kau terindah, 'kan selalu terindah haru bagaimana 'ku mengungkapkannya? kau pemilik hatiku ... armada indonesianpop indonesianpoprock"
4wudvIkWYFBpEMDgYAKw6d,Armada - Kuingin Setia,"aku 'tak mampu menyakitimu aku 'tak sanggup untuk menduakanmu oo-oh, oo-oh... aku 'tak mampu menyakitimu aku 'tak sanggup untuk menduakanmu 'ku 'tak mungkin mencintaimu karena hatiku telah dimiliki dia kau 'tak mungkin memiliki 'ku sepenuh hati aku hanya ingin setia ... armada indonesianpop indonesianpoprock"
1N9KSlqlBbPF0NNYWtttma,Armada - Hargai Aku,sere kali kau merendahkanku melihat dengan sebelah matamu aku bukan siapa-siapa s'lalu saja kauanggapku lemah merasa hebat dengan yang kaupunya kausombongkan itu semua coba kaulihat dirimu dahulu sebelum kaunilai kurangnya diriku ... armada indonesianpop indonesianpoprock
6v9LrcHY72rvk1HtKOeAwj,Armada - Penantian,temukan dia untukku pulangkan dia padaku tunjukkan jalan padanya bahwa ku tetap di sini temukan dia untukku pulangkan dia padaku tunjukkan jalan padanya bahwa ku tetap di sini untuknya ... armada indonesianpop indonesianpoprock
62hqWCYv6WsneMbhGnj2Yz,Armada - Katakan Sejujurnya,kalau dulu kita tak bertemu takkan pernah ku rasakan artinya rindu kalau kita dulu tak kenal takkan pernah ku rasakan jatuh cinta kau berikan aku cinta dan semua yang terindah namun hanya sehari saja katakanlah katakan sejujurnya apa mungkin kita bersatu kalau tak mungkin lagi hujan menyejukkan hati kita ... armada indonesianpop indonesianpoprock
2F4x7TRtf5K3LNSpEuKGhY,Armada - Asal Kau Bahagia,"yang, kemarin ku melihatmu kau bertemu dengannya kurasa sekarang kau masih memikirkan tentang dia apa kurangnya aku di dalam hidupmu? hingga kau curangi aku katakanlah sekarang bahwa kau tak bahagia aku punya ragamu tapi tidak hatimu kau tak perlu berbohong, kau masih menginginkannya ... armada indonesianpop indonesianpoprock"
78zssGNrP4I5WoCtr9K2E7,Armada - Cinta Itu Buta,"salahkah bila aku mencintaimu? dan berharap engkau 'kan jadi milikku? walau banyak yang bilang kau tak panta untukku? sayang, kumohon jangan tolak cintaku jiwa ragaku ini hanya untukmu aku rela berkorban demi cintamu itu biarlah orang berkata apa (oh-oh) manusia tiada yang sempurna (oh-oh) kuterima kau apa adanya (oh-oh) yang pent aku bahagia (oh-oh, oh-oh) ... armada indonesianpop indonesianpoprock"
62nbym8rosWJjBTsvOyn3E,Repvblik Band - Sandiwara Cinta,"aku tahu, ini semua tak adil aku tahu, ini sudah terjadi mau bilang apa, aku pun tak sanggup air mata pun tak lagi mau menet alasannya sere kali kudengar alasannya sere kali kauucap kau dengannya seakan ku tak tahu sandiwara apa yang t'lah kaulakukan kepadaku? ... repvblikband indonesianpoprock"
2Lm3GJlmT6MMClN2vk0oz7,Repvblik - Aku Takut,"katamu, cintaku berlebihan cemburuku tak beralasan membuat dirimu tak nyaman maafkan aku, sayang aku takut kehilangan dirimu aku takut, takut kehilanganmu aku takut kehilangan cintamu aku takut hidup tanpa dirimu aku tak akan bisa aku yang bisa gila bila kau pergi meninggalkanku ... repvblik indonesianpoprock"
5X3HN2ZNAcnwriB48pW5mw,Letto - Sebelum Cahaya,ku teringat hati yang bertabur mimpi kemana kau pergi cinta perjalanan sunyi yang kau tempuh sendiri kuatkanlah hati cinta ingatkah engkau kepada embun pagi bersahaja yang menemanimu sebelum cahaya ingatkah engkau kepada angin yang berhembu mesra yang kan membelaimu cinta kekuatan hati yang berpegang janji genggamlah tanganku cinta ... letto indonesianpop indonesianpoprock
0JCf8ytuIRxUc3qJqRmMqC,Letto - Sandaran Hati,yakinkah kuberdiri diamlah tanpa tepi bolehkah aku mendengarmu terkubur dalam emosi tanpa bisa bersembunyi aku dan nafasku merindukanmu terpurukku di sini teraniaya sepi dan ku tahu pasti kau menemani dalam hidupku kesendirianku ... letto indonesianpop indonesianpoprock
1blhddTb0YWecMX5sAcVoD,Letto - Permintaan Hati,"terbuai, aku hilang terjatuh aku dalam keindahan penantian terucap keraguan hati yang bimbang yang terhalang kepastian cinta aku (aku) hilang aku hilang tersabut kabut malam terbiasnya harapan yang tersimpan suci tak (suci tak) bertuan (bertuan) terasa kerinduan hati yang bimbang yang terhempa kepastian cinta dengarkanlah permintaan hati yang teraniaya sunyi dan berikanlah arti pada hidupku ... letto indonesianpop indonesianpoprock"
3saf6H7xFHCfiHeZ8X21VN,Letto - Sebenarnya Cinta,satu detik lalu dua hati terbang tinggi lihat indahnya dunia membuat hatiku terbawa dan bawaku kesana dunia fatamorgana termanja-manja oleh rasa dan 'ku terbawa terbang tinggi oleh suasana dari sudut mata jantung hati mulai terjaga ... letto indonesianpop indonesianpoprock
09AMSrBR4QemIB1YnQ2n0v,Letto - Lubang Di Hati,kubuka mata dan kulihat dunia t'lah kuterima anugerah cintanya tak pernah aku menyesali yang kupunya tapi kusadari ada lubang dalam hati kucari sesuatu yang mampu mengisi lubang ini kumenanti jawaban apa yang dikatakan oleh hati apakah itu kamu? apakah itu dia? selama ini kucari tanpa henti ... letto indonesianpop indonesianpoprock
4Z6MSmemDNEcjNQPIV48b5,Kangen Band - Terbang Bersamaku,berhembuslah engkau angin malam bawa serta laguku mengitari bumi ini hingga jauh akulah seorang petualang yang mencari cinta sejati sampai mati aku akan tetap mencari aku bagai biola yang tak berdawai bila tidak engkau lengkapi aku mohon agar engkau tinggal di sini ... kangenband dangdut indonesianpop indonesianpoprock
4uKHIywtCMJOAh0BFTPeKL,Kangen Band - Pujaan Hati,"hey, pujaan hati, apa kabarmu? kuharap kau baik-baik saja pujaan hati, andai kau tahu ku sangat mencintai dirimu hey, pujaan hati, setiap malam aku berdoa kepada sang tuhan berharap cintaku jadi kenyataan agar ku tenang meniti kehidupan hey, pujaan hati, pujaan hati pujaan hati, pujaan hati mengapa kau tak membala cintaku? mengapa engkau abaikan rasaku? ataukah mungkin hatimu membeku? hingga kau tak pernah pedulikan aku cobalah mengerti keadaanku ... kangenband dangdut indonesianpop indonesianpoprock"
6TqtFqq6QgYhQVCM87GKVF,Kangen Band - Kembali Pulang,bintang terlihat terang saat dirimu datang cinta yang dulu hilang kini kembali pulang lihatlah dia mulai bernyanyi coba merangkai mimpi cinta yang dulu pergi kini datang kembali wajahmu mengingatkanku dengan kekasihku dulu wajahmu mengingatkanku dengan masa laluku kekasih yang dulu hilang kini dia t'lah kembali pulang ... kangenband dangdut indonesianpop indonesianpoprock
